GeneID,pvalue,padj,media_ANT,media_MED,media_POS,FC_ANT_vs_POS,FC_MED_vs_POS,FC_ANT_vs_MED,Patron,subject_acc,pct_identity,evalue,bit_score
L12_60467,0.00075487763,0.0044275513625671,11.820864,12.3138895,11.256767,0.5640970000000003,1.0571225000000002,-0.4930254999999999,Uniforme,,,,
L12_86543,0.0007596186,0.0044498236802663,9.079223,9.1755,9.827885,-0.7486619999999995,-0.6523850000000007,-0.0962769999999988,Uniforme,,,,
L3_78655,0.0007594509,0.0044498236802663,8.475757,8.30339,8.903007,-0.4272500000000008,-0.5996170000000003,0.1723669999999995,Uniforme,,,,
L12_75801,0.00075949944,0.0044498236802663,9.878571,9.587979,10.413675,-0.5351039999999987,-0.8256959999999989,0.2905920000000002,Uniforme,,,,
L3_60644,0.0007622706,0.0044635107703127,10.484296,10.891646,11.747385,-1.263088999999999,-0.8557389999999998,-0.4073499999999992,Uniforme,,,,
L1_57888,0.0007639637,0.0044715738982265,6.220145,5.710128,4.875163,1.344982,0.8349650000000004,0.5100169999999995,Uniforme,,,,
L1_59698,0.0007653493,0.0044778315414687,3.567396,4.152005,5.4605584,-1.8931624,-1.3085534,-0.5846089999999999,Alto_POS,,,,
L2_65468,0.0007690691,0.0044977349911238,5.014674,4.663116,4.0852,0.929474,0.5779159999999992,0.3515580000000007,Uniforme,,,,
L12_85098,0.00076997903,0.004497855038697,9.35863,9.194175,8.869261,0.4893689999999999,0.3249139999999997,0.1644550000000002,Uniforme,,,,
L1_25413,0.00077004347,0.004497855038697,6.5197062,6.2452393,6.007173,0.5125332,0.2380662999999998,0.2744669000000002,Uniforme,,,,
L12_90004,0.00076946395,0.004497855038697,9.1403885,9.24837,9.70452,-0.5641315000000002,-0.4561500000000009,-0.1079814999999992,Uniforme,,,,
L12_83354,0.0007712717,0.0045031699599354,7.5152206,7.9986377,8.47865,-0.9634294,-0.4800123000000003,-0.4834170999999996,Uniforme,,,,
L12_37679,0.0007719161,0.004505073176741,8.309312,7.9518065,7.6183,0.6910120000000006,0.3335065000000003,0.3575055000000002,Uniforme,,,,
L2_51199,0.00077418855,0.0045164723325155,9.41169,9.456728,8.668793,0.7428969999999993,0.7879349999999992,-0.0450379999999999,Uniforme,,,,
L1_68910,0.00077461585,0.0045171024130055,6.121379,6.501888,7.797727,-1.676348,-1.295839,-0.380509,Alto_POS,,,,
L2_49482,0.00077518413,0.0045185537415844,6.9212227,6.325486,5.571692,1.3495307000000007,0.7537940000000001,0.5957367000000007,Uniforme,,,,
L12_74558,0.0007765552,0.0045246814745215,10.436326,10.279704,11.58933,-1.153004000000001,-1.3096259999999995,0.1566219999999987,Alto_POS,,,,
L2_14964,0.00077692687,0.0045249833002745,11.140579,11.077887,10.1469755,0.9936035000000007,0.9309115000000006,0.0626920000000001,Uniforme,,,,
L12_89694,0.0007782304,0.0045289803273916,8.90472,8.4141445,8.048101,0.8566189999999985,0.3660434999999999,0.4905754999999985,Uniforme,,,,
L12_87969,0.0007782534,0.0045289803273916,9.033719,9.637697,10.306885,-1.2731659999999998,-0.6691880000000001,-0.6039779999999997,Uniforme,,,,
L12_56391,0.0007797061,0.0045355684051891,7.503901,7.7510867,8.253545,-0.7496440000000009,-0.5024583000000007,-0.2471857000000001,Uniforme,,,,
L1_55949,0.00078028016,0.0045370420720131,11.826148,11.36822,11.243409,0.5827390000000001,0.1248110000000011,0.457927999999999,Uniforme,,,,
L3_78060,0.0007833285,0.0045528957104812,7.1977105,7.0496483,5.969238,1.2284725000000003,1.0804103000000005,0.1480622,Alto_ANT-MED,,,,
L12_83323,0.0007838375,0.0045533117098582,4.329368,4.1290255,7.2486696,-2.9193016000000007,-3.1196441000000004,0.2003424999999996,Alto_POS,,,,
L12_76422,0.00078436563,0.0045533117098582,7.678295,7.529859,7.111397,0.5668980000000001,0.4184619999999999,0.1484360000000002,Uniforme,,,,
L12_72475,0.0007841028,0.0045533117098582,11.353924,10.899877,10.709452,0.6444719999999986,0.1904249999999994,0.4540469999999992,Uniforme,,,,
L2_30796,0.00078486087,0.0045543177468235,12.315527,12.493281,12.841118,-0.5255910000000004,-0.3478370000000002,-0.1777540000000002,Uniforme,,,,
L3_13519,0.00078623265,0.0045604072315022,7.254357,8.0675,8.57456,-1.3202030000000002,-0.5070599999999992,-0.8131430000000011,Uniforme,,,,
L2_30017,0.0007867603,0.0045615975150779,3.272613,3.782561,4.476462,-1.2038489999999995,-0.6939009999999999,-0.5099479999999996,Uniforme,,,,
L12_84112,0.0007871128,0.0045617717465937,11.093323,11.082796,10.698689,0.3946339999999999,0.3841070000000002,0.0105269999999997,Uniforme,,,,
L12_78772,0.0007877639,0.0045636757163254,7.1092844,7.2559156,7.6580987,-0.5488143000000001,-0.4021831000000002,-0.1466311999999998,Uniforme,,,,
L12_79346,0.0007896819,0.0045729144716523,7.296674,7.1391153,6.4413147,0.8553592999999999,0.6978005999999999,0.1575587,Uniforme,,,,
L12_72017,0.0007907652,0.0045758430609395,4.7578135,4.6126437,5.448022,-0.6902084999999998,-0.8353783000000004,0.1451698000000005,Uniforme,,,,
L1_32063,0.00079083454,0.0045758430609395,11.503071,11.242278,10.688517,0.8145540000000011,0.5537610000000015,0.2607929999999996,Uniforme,,,,
L12_72226,0.0007929512,0.0045845151735609,5.048037,4.866867,6.5439124,-1.4958754,-1.6770454,0.1811699999999998,Alto_POS,,,,
L3_78626,0.0007933055,0.0045845151735609,3.981999,4.0318813,3.5609097,0.4210893000000002,0.4709716000000004,-0.0498823000000001,Uniforme,,,,
L12_72240,0.0007931027,0.0045845151735609,9.078984,9.529868,8.678818,0.4001660000000004,0.8510500000000008,-0.4508840000000003,Uniforme,,,,
L12_87019,0.0007948735,0.0045917009441218,2.2971954,1.7657954,0.855893,1.4413024,0.9099024,0.5314000000000001,Uniforme,,,,
L1_7336,0.00079598447,0.0045962417313629,8.890938,8.730019,8.266196,0.6247419999999995,0.4638229999999996,0.1609189999999998,Uniforme,,,,
L12_72547,0.00079847965,0.0046087685286214,9.987933,10.535652,9.778143,0.2097899999999999,0.7575090000000007,-0.5477190000000007,Uniforme,,,,
L12_85754,0.000798815,0.0046088236698538,5.0687504,5.9801784,4.980455,0.0882953999999998,0.9997233999999996,-0.911428,Uniforme,,,,
L12_83162,0.0007996177,0.0046115740741921,17.338203,17.071625,16.319607,1.0185959999999987,0.7520179999999996,0.2665779999999991,Uniforme,,,,
L1_62583,0.0008040144,0.0046350413775614,4.9731293,5.201004,4.0441656,0.9289636999999996,1.1568383999999998,-0.2278747000000001,Uniforme,,,,
L12_67002,0.00080482423,0.0046376319938579,8.65363,8.788336,7.9448195,0.7088104999999993,0.8435164999999989,-0.1347059999999995,Uniforme,,,,
L12_87495,0.0008051194,0.0046376319938579,13.107267,12.644658,12.292831,0.8144360000000006,0.3518270000000001,0.4626090000000005,Uniforme,,,,
L2_59414,0.00080780627,0.0046493227278076,1.701593,2.7615912,0.42882776,1.27276524,2.33276344,-1.0599982,Alto_ANT-MED,,,,
L12_81173,0.0008077493,0.0046493227278076,9.891082,9.826666,9.310898,0.5801840000000009,0.5157679999999996,0.0644160000000013,Uniforme,,,,
L12_49534,0.00080813497,0.004649323043884,5.8169827,5.7857404,6.195933,-0.3789503000000005,-0.4101926000000002,0.0312422999999997,Uniforme,,,,
L12_88897,0.0008091845,0.0046534687968735,12.7846,12.918421,11.88694,0.8976600000000001,1.0314810000000012,-0.133821000000001,Uniforme,,,,
L12_80774,0.0008109289,0.0046616053648258,10.187041,12.697614,2.3732057,7.813835300000001,10.3244083,-2.510572999999999,Alto_ANT-MED,,,,
L1_20254,0.0008145661,0.0046806119350085,6.862929,6.971791,7.5035067,-0.6405776999999997,-0.5317157000000003,-0.1088619999999993,Uniforme,,,,
L12_58050,0.0008166982,0.0046909578720057,11.864599,11.567229,11.147819,0.71678,0.4194099999999992,0.2973700000000008,Uniforme,,,,
L1_5938,0.00081706065,0.0046911351248788,7.6265507,7.6752105,6.848362,0.7781887000000003,0.8268485000000005,-0.0486598000000002,Uniforme,,,,
L3_78520,0.0008231313,0.0047240723957804,7.3527126,7.931567,6.4589744,0.8937382000000005,1.4725926000000005,-0.5788544,Uniforme,,,,
L1_69059,0.0008257416,0.004737131666166,7.8803267,8.14907,8.476517,-0.5961902999999991,-0.3274469999999994,-0.2687432999999997,Uniforme,,,,
L12_82992,0.00082721165,0.0047436413727209,8.141105,7.996984,8.751866,-0.6107610000000001,-0.7548819999999994,0.1441209999999992,Uniforme,,,,
L2_53749,0.0008297293,0.0047561509502971,5.326359,5.0339317,5.696762,-0.3704029999999996,-0.6628302999999995,0.2924272999999999,Uniforme,,,,
L1_22299,0.00083175703,0.0047658431468353,5.0177155,4.0037103,3.279183,1.7385325000000005,0.7245272999999997,1.0140052000000006,Uniforme,,,,
L2_37631,0.00083269057,0.0047692605026814,2.6107872,2.104317,0.77165926,1.83912794,1.33265774,0.5064701999999999,Alto_ANT-MED,,,,
L3_59535,0.0008348138,0.0047778354080136,2.852321,1.1263368,0.32427007,2.52805093,0.80206673,1.7259842,Uniforme,,,,
L12_63173,0.00083495426,0.0047778354080136,5.229635,5.255974,3.7622936,1.4673414,1.4936804,-0.0263390000000001,Alto_ANT-MED,,,,
L2_62989,0.0008352009,0.0047778354080136,7.275755,7.616769,8.224355,-0.948599999999999,-0.6075859999999995,-0.3410139999999995,Uniforme,,,,
L2_26431,0.00083792175,0.0047914627950285,8.268779,8.223254,8.979058,-0.7102789999999999,-0.7558039999999995,0.0455249999999995,Uniforme,,,,
L12_83643,0.0008392348,0.0047970321821519,12.470455,12.722128,13.37193,-0.9014750000000014,-0.6498020000000011,-0.2516730000000002,Uniforme,,,,
L2_28039,0.0008402682,0.0048009993646031,7.114707,6.847043,6.083318,1.031389,0.763725,0.2676639999999999,Uniforme,,,,
L12_74989,0.0008412515,0.0048046771095579,7.386529,6.961121,6.0549803,1.3315487,0.9061407,0.425408,Uniforme,,,,
L3_80084,0.0008425728,0.0048083408651445,4.9148064,5.238117,6.4651513,-1.5503448999999998,-1.2270342999999997,-0.3233106000000001,Alto_POS,,,,
L12_86651,0.00084246765,0.0048083408651445,10.7038965,10.802648,11.424537,-0.7206405,-0.6218890000000012,-0.0987514999999987,Uniforme,,,,
L12_85994,0.0008452602,0.0048172073911832,7.354343,7.701974,8.058401,-0.7040579999999999,-0.356427,-0.3476309999999998,Uniforme,,,,
L12_68039,0.0008449654,0.0048172073911832,5.7021,6.3074336,6.536689,-0.8345890000000002,-0.2292553999999995,-0.6053336000000007,Uniforme,,,,
L1_18837,0.0008454885,0.0048172073911832,8.635342,8.759306,10.032568,-1.397226,-1.273261999999999,-0.1239640000000008,Alto_POS,,,,
L1_64335,0.00084540783,0.0048172073911832,6.3363028,6.9331384,2.7643385,3.5719643000000003,4.1687999,-0.5968355999999995,Alto_ANT-MED,,,,
L12_87176,0.00085097854,0.0048465351888125,3.9777293,4.211985,4.56208,-0.5843506999999999,-0.3500949999999996,-0.2342557000000003,Uniforme,,,,
L12_84460,0.00085175055,0.0048489798829418,8.651339,9.197871,8.901356,-0.2500169999999997,0.2965149999999994,-0.5465319999999991,Uniforme,,,,
L12_78166,0.00085226423,0.0048499525651487,14.844348,14.773336,14.091881,0.7524669999999993,0.6814549999999997,0.0710119999999996,Uniforme,,,,
L2_57743,0.00085308886,0.0048526932401752,1.9542041,1.537756,0.66868544,1.28551866,0.8690705599999999,0.4164481000000002,Uniforme,,,,
L3_61549,0.00085420423,0.0048570849281543,5.747467,5.850452,5.01503,0.732437,0.8354219999999994,-0.1029849999999994,Uniforme,,,,
L1_18147,0.00085661135,0.0048688151154529,8.206787,7.503429,6.560878,1.6459090000000005,0.942551,0.7033580000000006,Uniforme,,,,
L1_51127,0.0008603739,0.004888236755435,8.940809,8.875946,9.85966,-0.918851,-0.9837139999999992,0.064862999999999,Uniforme,,,,
L12_72496,0.00086072343,0.0048882595026197,6.448072,6.739415,7.319879,-0.8718070000000004,-0.5804640000000001,-0.2913430000000003,Uniforme,,,,
L2_57636,0.0008611225,0.0048885634384808,8.768475,8.915014,9.443895,-0.675419999999999,-0.5288810000000002,-0.1465389999999988,Uniforme,,,,
L2_40260,0.0008621413,0.0048904222835674,5.3631663,5.3832693,6.205512,-0.8423457000000001,-0.8222426999999994,-0.0201030000000006,Uniforme,,,,
L3_36790,0.0008620069,0.0048904222835674,4.541398,4.4355702,5.3370028,-0.7956047999999996,-0.9014325999999996,0.1058278000000001,Uniforme,,,,
L12_80970,0.0008628672,0.0048925781931881,8.206943,8.338318,7.480577,0.7263660000000005,0.857740999999999,-0.1313749999999984,Uniforme,,,,
L2_48094,0.0008658108,0.004907301744914,10.340183,10.481482,9.08613,1.254052999999999,1.395351999999999,-0.141299,Alto_ANT-MED,,,,
L12_88726,0.00086882233,0.0049223986881459,8.097728,8.7139225,9.957624,-1.859895999999999,-1.2437014999999985,-0.6161945000000006,Alto_POS,,,,
L2_20870,0.00087077805,0.004931504036753,7.393335,7.739054,7.9580994,-0.5647643999999996,-0.2190453999999997,-0.3457189999999999,Uniforme,,,,
L2_42852,0.00087140064,0.0049330551630206,4.3423257,3.6938503,2.9020684,1.4402573,0.7917818999999997,0.6484754000000001,Uniforme,,,,
L1_39215,0.00087273284,0.0049386205871589,8.323107,7.93397,7.5182457,0.8048613000000007,0.4157243000000008,0.3891369999999998,Uniforme,,,,
L3_80004,0.0008731843,0.0049391996213382,4.3852105,4.0569086,3.4133668,0.9718437000000004,0.6435417999999999,0.3283019000000005,Uniforme,,,,
L2_58287,0.000874273,0.0049433814226571,5.9899893,5.7556396,6.523745,-0.5337556999999995,-0.7681053999999996,0.2343497000000001,Uniforme,,,,
L2_34386,0.0008763958,0.0049534044027337,7.765401,7.7336273,6.590174,1.1752269999999996,1.1434533,0.0317736999999995,Alto_ANT-MED,,,,
L12_81837,0.00087698526,0.0049547565645893,7.694822,7.325627,6.856314,0.838508,0.4693129999999996,0.3691950000000004,Uniforme,,,,
L3_64315,0.0008829382,0.0049863979648175,11.811721,11.564839,11.373113,0.4386080000000003,0.1917259999999991,0.2468820000000011,Uniforme,,,,
L1_61048,0.0008869535,0.0050030825678895,6.1746583,6.352844,6.690497,-0.5158386999999998,-0.3376529999999995,-0.1781857000000002,Uniforme,,,,
L12_87288,0.00088668976,0.0050030825678895,7.5440903,8.203502,8.80607,-1.2619797000000004,-0.6025679999999998,-0.6594117000000006,Uniforme,,,,
L2_66209,0.0008865806,0.0050030825678895,3.7799418,3.619368,2.1885936,1.5913482,1.4307744000000002,0.1605737999999998,Alto_ANT-MED,,,,
L12_76753,0.0008897317,0.0050147546545706,11.347961,11.9898,11.955117,-0.6071559999999998,0.0346830000000011,-0.6418390000000009,Uniforme,,,,
L3_78423,0.0008893957,0.0050147546545706,5.321899,4.971459,4.5161676,0.8057314,0.4552914000000001,0.3504399999999998,Uniforme,,,,
L2_57639,0.0008922585,0.0050269935267288,5.458527,5.4764175,5.955937,-0.4974099999999994,-0.4795194999999994,-0.0178905,Uniforme,,,,
L2_66391,0.00089466956,0.0050382256690441,8.634787,8.526445,8.094386,0.5404009999999992,0.4320590000000006,0.1083419999999986,Uniforme,,,,
L2_26375,0.0008949644,0.0050382256690441,5.7971487,5.602376,4.3128295,1.4843191999999998,1.2895464999999993,0.1947727000000005,Alto_ANT-MED,,,,
L12_67572,0.0008972442,0.005049050800373,9.282357,8.849817,9.690794,-0.408437000000001,-0.8409770000000005,0.4325399999999995,Uniforme,,,,
L1_31033,0.00090287917,0.00507698050616,5.5719333,5.7184978,4.9125876,0.6593457000000003,0.8059101999999996,-0.1465644999999993,Uniforme,,,,
L12_76017,0.0009029252,0.00507698050616,11.010637,11.103923,10.736868,0.2737689999999997,0.3670550000000006,-0.0932860000000008,Uniforme,,,,
L12_86865,0.0009089575,0.0051088684142891,8.032748,8.447402,8.769267,-0.7365189999999995,-0.3218649999999989,-0.4146540000000005,Uniforme,,,,
L1_54723,0.0009119945,0.0051239023119269,3.785102,2.5347342,1.5197403,2.2653617,1.0149939,1.2503678000000005,Alto_ANT-MED,,,,
L12_86395,0.0009190023,0.0051612248099128,15.221725,15.091592,14.290242,0.931483,0.8013500000000011,0.1301329999999989,Uniforme,,,,
L12_67250,0.00091958925,0.0051624718670306,8.419369,10.041785,8.617357,-0.1979880000000005,1.4244280000000007,-1.6224160000000012,Alto_MED,,,,
L2_51203,0.00092535844,0.0051927988472444,6.101678,5.932907,5.0367455,1.0649324999999994,0.8961614999999998,0.1687709999999995,Uniforme,,,,
L12_76344,0.0009268935,0.0051993506267571,5.719673,5.854319,6.518092,-0.798419,-0.663773,-0.134646,Uniforme,,,,
L12_80212,0.0009283859,0.0052056579740427,9.565874,9.833502,10.449198,-0.883324,-0.6156960000000016,-0.2676279999999984,Uniforme,,,,
L12_85559,0.0009315675,0.0052214285256208,6.086404,5.792502,5.333832,0.7525719999999998,0.4586699999999997,0.2939020000000001,Uniforme,,,,
L12_73828,0.0009322389,0.0052231221504527,10.989558,11.4871235,11.988875,-0.9993169999999996,-0.501751500000001,-0.4975654999999985,Uniforme,,,,
L3_38014,0.0009329144,0.0052248375799873,9.92711,9.654549,9.268709,0.6584010000000013,0.3858399999999999,0.2725610000000014,Uniforme,,,,
L12_86569,0.00093477307,0.0052331755332161,8.012511,7.437281,6.326442,1.6860689999999998,1.1108389999999997,0.5752300000000004,Alto_ANT-MED,,,,
L3_63160,0.00093526876,0.0052337892551565,7.239794,8.163165,8.243192,-1.003398000000001,-0.0800270000000011,-0.9233709999999996,Uniforme,,,,
L2_34895,0.0009356226,0.0052337892551565,8.282511,8.728392,10.018502,-1.7359910000000005,-1.2901100000000003,-0.4458809999999999,Alto_POS,,,,
L12_72802,0.000940191,0.0052572655168052,6.798831,7.1484637,7.5328393,-0.7340083000000002,-0.3843756000000002,-0.3496326999999999,Uniforme,,,,
L12_83745,0.00094064174,0.0052577078866145,11.872516,11.607997,11.24806,0.6244559999999986,0.3599369999999986,0.2645189999999999,Uniforme,,,,
L12_73020,0.00094552164,0.0052828967497602,2.795141,2.2239656,1.2187377,1.5764033000000002,1.0052279000000002,0.5711754,Alto_ANT-MED,,,,
L12_71425,0.0009464935,0.0052851185193413,9.603158,9.503019,8.734349,0.8688090000000006,0.7686700000000002,0.1001390000000004,Uniforme,,,,
L1_61801,0.00094704004,0.0052851185193413,9.222448,9.293691,9.904815,-0.6823669999999993,-0.6111239999999984,-0.0712430000000008,Uniforme,,,,
L12_86765,0.00094693096,0.0052851185193413,11.130324,11.008669,11.711309,-0.5809850000000001,-0.7026400000000006,0.1216550000000005,Uniforme,,,,
L2_32633,0.000949896,0.0052989663631089,4.9161477,4.928351,4.202496,0.7136516999999998,0.7258550000000001,-0.0122033000000003,Uniforme,,,,
L2_37262,0.00095484406,0.0053224097915787,9.166095,8.971559,9.700086,-0.5339910000000003,-0.7285270000000015,0.1945360000000011,Uniforme,,,,
L2_42805,0.0009548509,0.0053224097915787,8.455788,7.9058304,7.4499044,1.0058835999999998,0.4559259999999998,0.5499575999999999,Uniforme,,,,
L2_50622,0.000955564,0.0053242868474921,8.530654,8.18936,7.887178,0.6434760000000006,0.302182000000001,0.3412939999999995,Uniforme,,,,
L1_60184,0.0009572689,0.0053316861166945,9.062904,9.160004,8.423312,0.6395920000000004,0.7366920000000015,-0.097100000000001,Uniforme,,,,
L3_72621,0.0009586844,0.005335369217956,3.1165266,2.6998208,3.6198955,-0.5033689000000003,-0.9200747000000002,0.4167057999999999,Uniforme,,,,
L3_78794,0.00095851894,0.005335369217956,2.6256094,2.4125576,0.7335073,1.8921021,1.6790503,0.2130518000000001,Alto_ANT-MED,,,,
L2_63888,0.00095977855,0.0053393579239862,5.8039002,4.4792438,4.317018,1.4868822000000002,0.1622257999999998,1.3246564000000003,Uniforme,,,,
L12_89537,0.00096113025,0.0053426757078866,9.823008,9.991045,8.908866,0.914142,1.082179,-0.168037,Uniforme,,,,
L2_8179,0.00096095336,0.0053426757078866,10.97302,10.964592,11.284186,-0.311166,-0.3195940000000004,0.0084280000000003,Uniforme,,,,
L12_86581,0.00097073335,0.0053927498375004,11.161088,10.986954,10.282976,0.8781119999999998,0.7039780000000011,0.1741339999999986,Uniforme,,,,
L3_78195,0.0009709008,0.0053927498375004,7.2525663,7.1016755,6.588749,0.6638172999999998,0.5129264999999998,0.1508908,Uniforme,,,,
L1_43576,0.0009774513,0.0054270031316344,1.6022477,0.86215717,0.019048786,1.583198914,0.843108384,0.7400905299999999,Uniforme,,,,
L12_73647,0.0009798129,0.0054375139657837,8.317694,8.679564,9.286504,-0.9688100000000012,-0.6069400000000016,-0.3618699999999997,Uniforme,,,,
L1_27757,0.0009808595,0.0054375139657837,5.964297,5.945653,5.4778776,0.4864193999999999,0.4677753999999998,0.0186440000000001,Uniforme,,,,
L12_81879,0.0009805064,0.0054375139657837,6.2061834,6.415378,7.173246,-0.9670626000000002,-0.7578680000000002,-0.2091946,Uniforme,,,,
L12_39107,0.0009808819,0.0054375139657837,10.777289,11.408822,12.082074,-1.3047850000000007,-0.6732519999999997,-0.631533000000001,Uniforme,,,,
L12_81609,0.0009815542,0.0054391095367516,7.0186267,6.986355,6.5182734,0.5003533000000004,0.4680815999999996,0.0322717000000007,Uniforme,,,,
L12_82796,0.0009823298,0.0054412764783262,10.965206,10.780088,10.463246,0.5019600000000004,0.3168419999999994,0.185118000000001,Uniforme,,,,
L12_89769,0.0009847647,0.0054526284209465,6.093527,6.0012097,5.5915,0.502027,0.4097097000000005,0.0923172999999994,Uniforme,,,,
L2_67790,0.0009857476,0.0054559352992525,6.29184,6.3911796,7.1996336,-0.9077936000000006,-0.8084540000000002,-0.0993396000000004,Uniforme,,,,
L12_86847,0.0009871023,0.005461296801283,8.65253,8.802704,9.627237,-0.9747069999999988,-0.8245329999999989,-0.1501739999999998,Uniforme,,,,
L12_89530,0.0009885501,0.0054671691786232,10.489849,10.650641,9.7417145,0.748134499999999,0.9089264999999996,-0.1607920000000007,Uniforme,,,,
L12_85037,0.0009920364,0.0054843060955428,7.9921856,7.9064326,7.293606,0.6985796000000004,0.6128266,0.0857530000000004,Uniforme,,,,
L3_51323,0.0009956283,0.0055020131255332,9.87621,9.7861805,9.394808,0.481402000000001,0.391372500000001,0.0900294999999999,Uniforme,,,,
L2_44560,0.0009970652,0.0055074806753266,5.7996483,4.9765825,3.4292831,2.3703652,1.5472994,0.8230658000000002,Alto_ANT-MED,,,,
L12_57187,0.0009973963,0.0055074806753266,14.562316,14.617011,15.106651,-0.5443350000000002,-0.4896399999999996,-0.0546950000000006,Uniforme,,,,
L1_52395,0.0009988927,0.005513591532195,9.004109,7.984217,7.1710167,1.8330923,0.8132003000000001,1.0198919999999996,Uniforme,,,,
L2_50153,0.0009994275,0.0055143919977444,6.5600986,6.644315,7.379251,-0.8191524000000001,-0.7349360000000003,-0.0842163999999998,Uniforme,,,,
L1_68866,0.0010004856,0.0055180779753568,7.7033243,7.5497284,6.7873316,0.9159927000000004,0.7623968000000003,0.1535959,Uniforme,,,,
L1_26253,0.0010021827,0.0055252840673145,7.2650876,7.7857738,8.44496,-1.1798723999999998,-0.6591861999999997,-0.5206862000000001,Uniforme,,,,
L2_70531,0.0010047432,0.005535939195907,5.713752,5.583314,6.215911,-0.5021589999999998,-0.6325970000000005,0.1304380000000007,Uniforme,,,,
L12_87231,0.001004898,0.005535939195907,9.829996,10.245237,11.203031,-1.3730349999999998,-0.9577939999999998,-0.4152409999999999,Uniforme,,,,
L12_80073,0.0010080923,0.0055513748152394,6.219742,6.6243296,7.0549765,-0.8352345000000003,-0.4306469000000001,-0.4045876000000001,Uniforme,,,,
L3_32588,0.001011772,0.0055694700336964,8.821362,8.556059,7.9054604,0.9159016000000006,0.6505985999999995,0.2653030000000012,Uniforme,,,,
L12_86536,0.0010129906,0.0055740093443313,13.41569,13.61233,14.085734,-0.6700440000000008,-0.4734040000000004,-0.1966400000000003,Uniforme,,,,
L3_47850,0.0010138685,0.0055766708806336,6.504554,6.3889475,5.4213715,1.0831824999999995,0.9675759999999992,0.1156065000000001,Uniforme,,,,
L2_46694,0.0010170847,0.0055921870084071,5.567218,5.3664017,4.239274,1.3279440000000005,1.1271277,0.2008163000000005,Alto_ANT-MED,,,,
L3_79497,0.0010179355,0.005594690333809,7.3325577,7.337177,7.752936,-0.4203783000000003,-0.4157590000000004,-0.0046192999999998,Uniforme,,,,
L12_84565,0.0010209712,0.0056086597485219,7.277093,7.6374326,8.471267,-1.1941739999999994,-0.8338343999999989,-0.3603396000000005,Uniforme,,,,
L12_80364,0.00102127,0.0056086597485219,9.856068,9.8155985,10.398993,-0.5429250000000003,-0.5833945000000007,0.0404695000000003,Uniforme,,,,
L1_65951,0.001022876,0.0056152995257484,10.503157,10.470651,10.002327,0.5008300000000006,0.4683240000000008,0.0325059999999997,Uniforme,,,,
L12_84809,0.001023707,0.0056176813990542,12.271885,12.121794,12.781146,-0.5092610000000004,-0.6593520000000002,0.1500909999999997,Uniforme,,,,
L12_86034,0.0010259809,0.0056257953809108,11.085516,10.705561,10.362715,0.7228010000000005,0.3428459999999997,0.3799550000000007,Uniforme,,,,
L3_54832,0.0010257115,0.0056257953809108,8.936256,8.7205105,9.358469,-0.4222129999999993,-0.6379584999999999,0.2157455000000006,Uniforme,,,,
L1_21649,0.0010279062,0.0056330527006686,6.4070897,4.4878836,4.3632774,2.0438123,0.1246061999999996,1.9192061,Uniforme,,,,
L12_83918,0.0010282907,0.0056330527006686,9.072292,8.664777,9.986353,-0.9140610000000002,-1.3215759999999983,0.4075149999999983,Uniforme,,,,
L1_40761,0.001028499,0.0056330527006686,7.8022413,7.542718,6.729394,1.0728473000000005,0.8133239999999997,0.2595233000000005,Uniforme,,,,
L1_65602,0.0010295553,0.0056366560938418,5.5429497,5.360461,4.7025075,0.8404422,0.6579534999999996,0.1824887000000004,Uniforme,,,,
L12_42232,0.001032223,0.0056490749290043,10.585702,11.273999,11.531221,-0.9455190000000008,-0.2572220000000005,-0.6882970000000004,Uniforme,,,,
L2_47199,0.0010336764,0.0056548416790551,5.431423,5.9965353,6.87641,-1.4449870000000002,-0.8798747000000002,-0.5651123,Uniforme,,,,
L3_79619,0.0010354621,0.0056624208750857,8.826915,8.419775,7.905364,0.921551,0.514411,0.40714,Uniforme,,,,
L2_25373,0.0010399832,0.0056827512099207,4.954322,6.5157547,7.2290483,-2.2747262999999998,-0.7132936000000001,-1.5614326999999992,Uniforme,,,,
L1_69195,0.0010396084,0.0056827512099207,4.3157177,5.1843524,4.6883135,-0.3725957999999991,0.4960389000000003,-0.8686346999999994,Uniforme,,,,
L12_75567,0.001049156,0.0057306599403681,8.599296,9.264589,9.568495,-0.9691989999999996,-0.3039059999999995,-0.6652930000000001,Uniforme,,,,
L2_5103,0.0010510574,0.0057388299935763,5.4973526,6.0358477,5.1242247,0.3731279,0.9116229999999996,-0.5384950999999996,Uniforme,,,,
L1_40313,0.0010534268,0.0057495480053788,4.260624,3.8944373,3.1371636,1.1234604,0.7572736999999998,0.3661867000000001,Uniforme,,,,
L3_50167,0.0010541724,0.0057513987662746,5.204293,5.0581717,4.608409,0.5958839999999999,0.4497626999999999,0.1461212999999999,Uniforme,,,,
L2_49124,0.0010560054,0.0057591780552618,3.6827161,3.8899846,3.315661,0.3670550999999999,0.5743236,-0.2072685,Uniforme,,,,
L2_22224,0.0010610254,0.0057843262757226,5.41578,5.567517,6.737559,-1.3217790000000005,-1.1700420000000005,-0.1517369999999998,Alto_POS,,,,
L12_76018,0.0010629116,0.0057923768127092,7.8712974,8.19586,8.651321,-0.7800235999999989,-0.4554609999999996,-0.3245625999999992,Uniforme,,,,
